TripID,TimeStep,TimeStamp,Speed,Acceleration,Heading,HeadingChange,Latitude,Longitude,Annotation,SegmentType
T-1,706,Wed Jul 24 15:59:09 EDT 2013,39,-1.11,84.0,0,39.980927,-82.945385,NULL,NULL
T-1,707,Wed Jul 24 15:59:10 EDT 2013,37,-0.83,84.0,0,39.980932,-82.945175,NULL,NULL
T-1,708,Wed Jul 24 15:59:11 EDT 2013,35,-0.56,84.0,0,39.980938,-82.944968,NULL,NULL
T-1,709,Wed Jul 24 15:59:12 EDT 2013,34,-0.83,84.0,0,39.980945,-82.94477,NULL,NULL
T-1,710,Wed Jul 24 15:59:13 EDT 2013,31,-1.11,84.0,0,39.980953,-82.944585,NULL,NULL
T-1,711,Wed Jul 24 15:59:14 EDT 2013,30,-0.28,84.0,0,39.980958,-82.944405,NULL,NULL
T-1,712,Wed Jul 24 15:59:15 EDT 2013,30,-0.28,84.0,0,39.980962,-82.944233,Segment,Slow-Down
T-1,713,Wed Jul 24 15:59:16 EDT 2013,30,0.0,84.0,0,39.980968,-82.944063,NULL,NULL
T-1,714,Wed Jul 24 15:59:17 EDT 2013,30,0.28,84.0,0,39.980977,-82.9439,NULL,NULL
T-1,715,Wed Jul 24 15:59:18 EDT 2013,31,0.28,84.0,0,39.980987,-82.943737,NULL,NULL
T-1,716,Wed Jul 24 15:59:19 EDT 2013,31,0.0,84.0,0,39.980997,-82.94357,NULL,NULL
T-1,717,Wed Jul 24 15:59:20 EDT 2013,32,0.28,84.0,0,39.98101,-82.943405,NULL,NULL
T-1,718,Wed Jul 24 15:59:21 EDT 2013,31,-0.28,78.0,6,39.981028,-82.94324,NULL,NULL
T-1,719,Wed Jul 24 15:59:22 EDT 2013,32,0.28,78.0,0,39.981048,-82.943063,NULL,NULL
T-1,720,Wed Jul 24 15:59:23 EDT 2013,33,0.56,78.0,0,39.981078,-82.942902,NULL,NULL
T-1,721,Wed Jul 24 15:59:24 EDT 2013,34,0.28,78.0,0,39.98111,-82.942733,NULL,NULL
T-1,722,Wed Jul 24 15:59:25 EDT 2013,35,0.56,72.0,6,39.981152,-82.94256,NULL,NULL
T-1,723,Wed Jul 24 15:59:26 EDT 2013,35,0.0,66.0,6,39.981223,-82.942413,Maybe-Segment,Speed-Up
T-1,724,Wed Jul 24 15:59:27 EDT 2013,35,0.0,66.0,0,39.981282,-82.942248,NULL,NULL
T-1,725,Wed Jul 24 15:59:28 EDT 2013,34,-0.28,66.0,0,39.981342,-82.942087,NULL,NULL
T-1,726,Wed Jul 24 15:59:29 EDT 2013,35,0.28,60.0,6,39.981405,-82.941925,NULL,NULL
T-1,727,Wed Jul 24 15:59:30 EDT 2013,35,0.0,60.0,0,39.981473,-82.941767,NULL,NULL
T-1,728,Wed Jul 24 15:59:31 EDT 2013,34,-0.28,60.0,0,39.98155,-82.941618,NULL,NULL
T-1,729,Wed Jul 24 15:59:32 EDT 2013,34,0.0,60.0,0,39.981622,-82.941462,NULL,NULL
T-1,730,Wed Jul 24 15:59:33 EDT 2013,32,-0.83,60.0,0,39.981693,-82.941318,NULL,NULL
T-1,731,Wed Jul 24 15:59:34 EDT 2013,32,-0.28,54.0,6,39.981767,-82.94118,NULL,NULL
T-1,732,Wed Jul 24 15:59:35 EDT 2013,31,-0.28,54.0,0,39.981848,-82.941055,NULL,NULL
T-1,733,Wed Jul 24 15:59:36 EDT 2013,30,-0.56,48.0,6,39.98197,-82.940995,NULL,NULL
T-1,734,Wed Jul 24 15:59:37 EDT 2013,30,0.0,42.0,6,39.982063,-82.94089,NULL,NULL
T-1,735,Wed Jul 24 15:59:38 EDT 2013,30,0.28,42.0,0,39.982153,-82.94078,NULL,NULL
T-1,736,Wed Jul 24 15:59:39 EDT 2013,30,-0.28,42.0,0,39.982245,-82.940673,NULL,NULL
T-1,737,Wed Jul 24 15:59:40 EDT 2013,29,-0.28,42.0,0,39.982335,-82.940567,NULL,NULL
T-1,738,Wed Jul 24 15:59:41 EDT 2013,25,-1.94,42.0,0,39.982423,-82.940465,NULL,NULL
T-1,739,Wed Jul 24 15:59:42 EDT 2013,21,-1.94,42.0,0,39.982503,-82.940377,NULL,NULL
T-1,740,Wed Jul 24 15:59:43 EDT 2013,19,-0.56,36.0,6,39.982573,-82.9403,NULL,NULL
T-1,741,Wed Jul 24 15:59:44 EDT 2013,18,-0.56,30.0,6,39.982652,-82.940277,NULL,NULL
T-1,742,Wed Jul 24 15:59:45 EDT 2013,17,-0.28,30.0,0,39.982712,-82.940233,NULL,NULL
T-1,743,Wed Jul 24 15:59:46 EDT 2013,17,0.0,30.0,0,39.982775,-82.940187,NULL,NULL
T-1,744,Wed Jul 24 15:59:47 EDT 2013,17,0.0,30.0,0,39.98284,-82.94014,NULL,NULL
T-1,745,Wed Jul 24 15:59:48 EDT 2013,17,-0.28,24.0,6,39.982902,-82.940097,NULL,NULL
T-1,746,Wed Jul 24 15:59:49 EDT 2013,16,-0.28,24.0,0,39.982957,-82.94006,Maybe-Segment,Slow-Down
T-1,747,Wed Jul 24 15:59:50 EDT 2013,16,-0.28,24.0,0,39.983018,-82.940028,NULL,NULL
T-1,748,Wed Jul 24 15:59:51 EDT 2013,16,0.0,24.0,0,39.983077,-82.939995,NULL,NULL
T-1,749,Wed Jul 24 15:59:52 EDT 2013,17,0.56,18.0,6,39.983137,-82.939963,NULL,NULL
T-1,750,Wed Jul 24 15:59:53 EDT 2013,17,0.28,18.0,0,39.983198,-82.939932,NULL,NULL
T-1,751,Wed Jul 24 15:59:54 EDT 2013,19,0.83,18.0,0,39.983262,-82.939898,NULL,NULL
T-1,752,Wed Jul 24 15:59:55 EDT 2013,20,0.28,18.0,0,39.983327,-82.939865,NULL,NULL
T-1,753,Wed Jul 24 15:59:56 EDT 2013,21,0.28,18.0,0,39.983405,-82.939828,Segment,Turn
T-1,754,Wed Jul 24 15:59:57 EDT 2013,21,0.28,18.0,0,39.983482,-82.939793,NULL,NULL
T-1,755,Wed Jul 24 15:59:58 EDT 2013,22,0.28,18.0,0,39.98356,-82.939757,NULL,NULL
T-1,756,Wed Jul 24 15:59:59 EDT 2013,22,0.28,18.0,0,39.983642,-82.939722,NULL,NULL
T-1,757,Wed Jul 24 16:00:00 EDT 2013,24,0.83,12.0,6,39.983728,-82.939687,NULL,NULL
T-1,758,Wed Jul 24 16:00:01 EDT 2013,25,0.56,12.0,0,39.983822,-82.93965,NULL,NULL
T-1,759,Wed Jul 24 16:00:02 EDT 2013,27,0.83,12.0,0,39.983922,-82.93961,NULL,NULL
T-1,760,Wed Jul 24 16:00:03 EDT 2013,29,0.83,12.0,0,39.98403,-82.939568,NULL,NULL
T-1,761,Wed Jul 24 16:00:04 EDT 2013,30,0.56,12.0,0,39.984145,-82.939525,NULL,NULL
T-1,762,Wed Jul 24 16:00:05 EDT 2013,31,0.28,12.0,0,39.984267,-82.93948,NULL,NULL
T-1,763,Wed Jul 24 16:00:06 EDT 2013,32,0.56,12.0,0,39.984407,-82.939427,NULL,NULL
T-1,764,Wed Jul 24 16:00:07 EDT 2013,33,0.28,12.0,0,39.984537,-82.93938,NULL,NULL
T-1,765,Wed Jul 24 16:00:08 EDT 2013,34,0.56,12.0,0,39.98467,-82.939333,NULL,NULL
T-1,766,Wed Jul 24 16:00:09 EDT 2013,35,0.56,12.0,0,39.984805,-82.939285,NULL,NULL
T-1,767,Wed Jul 24 16:00:10 EDT 2013,36,0.28,12.0,0,39.984945,-82.939235,NULL,NULL
T-1,768,Wed Jul 24 16:00:11 EDT 2013,37,0.56,12.0,0,39.98509,-82.939183,NULL,NULL
T-1,769,Wed Jul 24 16:00:12 EDT 2013,37,0.0,12.0,0,39.985237,-82.93913,NULL,NULL
T-1,770,Wed Jul 24 16:00:13 EDT 2013,39,0.56,12.0,0,39.985387,-82.939077,NULL,NULL
T-1,771,Wed Jul 24 16:00:14 EDT 2013,40,0.56,12.0,0,39.985537,-82.93902,NULL,NULL
T-1,772,Wed Jul 24 16:00:15 EDT 2013,41,0.56,12.0,0,39.985685,-82.938968,NULL,NULL
T-1,773,Wed Jul 24 16:00:16 EDT 2013,42,0.56,12.0,0,39.985832,-82.938912,NULL,NULL
T-1,774,Wed Jul 24 16:00:17 EDT 2013,43,0.28,12.0,0,39.985995,-82.938832,NULL,NULL
T-1,775,Wed Jul 24 16:00:18 EDT 2013,44,0.56,18.0,6,39.98616,-82.938762,NULL,NULL
T-1,776,Wed Jul 24 16:00:19 EDT 2013,44,0.0,18.0,0,39.986327,-82.938695,NULL,NULL
T-1,777,Wed Jul 24 16:00:20 EDT 2013,44,0.0,12.0,6,39.986495,-82.938627,NULL,NULL
T-1,778,Wed Jul 24 16:00:21 EDT 2013,45,0.28,12.0,0,39.986663,-82.938563,NULL,NULL
T-1,779,Wed Jul 24 16:00:22 EDT 2013,45,0.28,12.0,0,39.98684,-82.938508,NULL,NULL
T-1,780,Wed Jul 24 16:00:23 EDT 2013,47,0.56,12.0,0,39.987022,-82.938453,NULL,NULL
T-1,781,Wed Jul 24 16:00:24 EDT 2013,48,0.56,12.0,0,39.987213,-82.938407,NULL,NULL
T-1,782,Wed Jul 24 16:00:25 EDT 2013,49,0.56,12.0,0,39.987413,-82.938367,NULL,NULL
T-1,783,Wed Jul 24 16:00:26 EDT 2013,50,0.28,12.0,0,39.987612,-82.938313,NULL,NULL
T-1,784,Wed Jul 24 16:00:27 EDT 2013,48,-0.56,12.0,0,39.987812,-82.938262,NULL,NULL
T-1,785,Wed Jul 24 16:00:28 EDT 2013,49,0.28,12.0,0,39.98801,-82.938208,NULL,NULL
T-1,786,Wed Jul 24 16:00:29 EDT 2013,50,0.28,12.0,0,39.98821,-82.938152,NULL,NULL
T-1,787,Wed Jul 24 16:00:30 EDT 2013,50,0.0,12.0,0,39.988403,-82.938087,NULL,NULL
T-1,788,Wed Jul 24 16:00:31 EDT 2013,50,0.28,12.0,0,39.988603,-82.93802,NULL,NULL
T-1,789,Wed Jul 24 16:00:32 EDT 2013,51,0.28,12.0,0,39.988803,-82.937952,NULL,NULL
T-1,790,Wed Jul 24 16:00:33 EDT 2013,51,0.0,12.0,0,39.989007,-82.937877,NULL,NULL
T-1,791,Wed Jul 24 16:00:34 EDT 2013,52,0.28,12.0,0,39.989212,-82.937802,Segment,Speed-Up
T-1,792,Wed Jul 24 16:00:35 EDT 2013,50,-0.56,12.0,0,39.989413,-82.937723,NULL,NULL
T-1,793,Wed Jul 24 16:00:36 EDT 2013,51,0.28,18.0,6,39.98961,-82.937633,NULL,NULL
T-1,794,Wed Jul 24 16:00:37 EDT 2013,52,0.28,18.0,0,39.989807,-82.93754,NULL,NULL
T-1,795,Wed Jul 24 16:00:38 EDT 2013,52,0.28,18.0,0,39.990007,-82.93744,NULL,NULL
T-1,796,Wed Jul 24 16:00:39 EDT 2013,53,0.28,18.0,0,39.990205,-82.937338,NULL,NULL
T-1,797,Wed Jul 24 16:00:40 EDT 2013,52,-0.28,18.0,0,39.990403,-82.937225,NULL,NULL
T-1,798,Wed Jul 24 16:00:41 EDT 2013,53,0.28,18.0,0,39.990598,-82.937108,NULL,NULL
T-1,799,Wed Jul 24 16:00:42 EDT 2013,53,0.28,24.0,6,39.990793,-82.936983,NULL,NULL
T-1,800,Wed Jul 24 16:00:43 EDT 2013,53,0.0,24.0,0,39.990988,-82.936855,NULL,NULL
T-1,801,Wed Jul 24 16:00:44 EDT 2013,53,0.0,24.0,0,39.991183,-82.936717,NULL,NULL
T-1,802,Wed Jul 24 16:00:45 EDT 2013,53,-0.28,24.0,0,39.991377,-82.93657,NULL,NULL
T-1,803,Wed Jul 24 16:00:46 EDT 2013,52,-0.28,24.0,0,39.991565,-82.936432,NULL,NULL
T-1,804,Wed Jul 24 16:00:47 EDT 2013,52,0.0,30.0,6,39.99175,-82.936283,NULL,NULL
T-1,805,Wed Jul 24 16:00:48 EDT 2013,52,0.0,30.0,0,39.991933,-82.936135,NULL,NULL
T-1,806,Wed Jul 24 16:00:49 EDT 2013,52,0.0,30.0,0,39.992113,-82.935983,NULL,NULL
T-1,807,Wed Jul 24 16:00:50 EDT 2013,52,0.0,30.0,0,39.992293,-82.935832,NULL,NULL
T-1,808,Wed Jul 24 16:00:51 EDT 2013,52,0.0,30.0,0,39.99247,-82.935677,NULL,NULL
T-1,809,Wed Jul 24 16:00:52 EDT 2013,52,-0.28,30.0,0,39.992652,-82.935525,NULL,NULL
T-1,810,Wed Jul 24 16:00:53 EDT 2013,51,-0.28,30.0,0,39.992825,-82.935375,NULL,NULL
T-1,811,Wed Jul 24 16:00:54 EDT 2013,50,-0.28,30.0,0,39.992995,-82.935225,NULL,NULL
T-1,812,Wed Jul 24 16:00:55 EDT 2013,50,0.0,30.0,0,39.99317,-82.93508,NULL,NULL
T-1,813,Wed Jul 24 16:00:56 EDT 2013,49,-0.56,30.0,0,39.993338,-82.934935,NULL,NULL
T-1,814,Wed Jul 24 16:00:57 EDT 2013,48,-0.28,30.0,0,39.993503,-82.934792,NULL,NULL
T-1,815,Wed Jul 24 16:00:58 EDT 2013,48,-0.28,30.0,0,39.99367,-82.934648,NULL,NULL
T-1,816,Wed Jul 24 16:00:59 EDT 2013,48,0.0,30.0,0,39.993835,-82.934507,Maybe-Segment,Slow-Down
T-1,817,Wed Jul 24 16:01:00 EDT 2013,48,0.0,30.0,0,39.993998,-82.934365,NULL,NULL
T-1,818,Wed Jul 24 16:01:01 EDT 2013,49,0.56,30.0,0,39.994162,-82.93422,NULL,NULL
T-1,819,Wed Jul 24 16:01:02 EDT 2013,50,0.28,30.0,0,39.994327,-82.93407,NULL,NULL
T-1,820,Wed Jul 24 16:01:03 EDT 2013,51,0.56,30.0,0,39.994492,-82.933913,NULL,NULL
T-1,821,Wed Jul 24 16:01:04 EDT 2013,52,0.28,36.0,6,39.994653,-82.93375,NULL,NULL
T-1,822,Wed Jul 24 16:01:05 EDT 2013,52,0.28,36.0,0,39.994815,-82.933583,NULL,NULL
T-1,823,Wed Jul 24 16:01:06 EDT 2013,54,0.83,36.0,0,39.994977,-82.933403,NULL,NULL
T-1,824,Wed Jul 24 16:01:07 EDT 2013,53,-0.28,36.0,0,39.995135,-82.933212,NULL,NULL
T-1,825,Wed Jul 24 16:01:08 EDT 2013,53,-0.28,42.0,6,39.995287,-82.933012,NULL,NULL
T-1,826,Wed Jul 24 16:01:09 EDT 2013,53,0.0,42.0,0,39.995432,-82.93281,NULL,NULL
T-1,827,Wed Jul 24 16:01:10 EDT 2013,53,0.28,42.0,0,39.995563,-82.9326,NULL,NULL
T-1,828,Wed Jul 24 16:01:11 EDT 2013,55,0.56,42.0,0,39.99571,-82.932387,NULL,NULL
T-1,829,Wed Jul 24 16:01:12 EDT 2013,55,0.0,42.0,0,39.995857,-82.932167,NULL,NULL
T-1,830,Wed Jul 24 16:01:13 EDT 2013,55,0.28,48.0,6,39.996002,-82.931933,NULL,NULL
T-1,831,Wed Jul 24 16:01:14 EDT 2013,55,-0.28,48.0,0,39.996147,-82.931703,NULL,NULL
T-1,832,Wed Jul 24 16:01:15 EDT 2013,55,0.28,48.0,0,39.996293,-82.931477,NULL,NULL
T-1,833,Wed Jul 24 16:01:16 EDT 2013,55,-0.28,48.0,0,39.996438,-82.931252,Segment,Smooth-Turn;Speed-Up
T-1,834,Wed Jul 24 16:01:17 EDT 2013,54,-0.28,48.0,0,39.99658,-82.93103,NULL,NULL
T-1,835,Wed Jul 24 16:01:18 EDT 2013,55,0.28,48.0,0,39.996722,-82.930808,NULL,NULL
T-1,836,Wed Jul 24 16:01:19 EDT 2013,54,-0.28,48.0,0,39.996863,-82.930585,NULL,NULL
T-1,837,Wed Jul 24 16:01:20 EDT 2013,55,0.28,48.0,0,39.99701,-82.93037,NULL,NULL
T-1,838,Wed Jul 24 16:01:21 EDT 2013,55,0.0,48.0,0,39.997155,-82.930148,NULL,NULL
T-1,839,Wed Jul 24 16:01:22 EDT 2013,54,-0.28,48.0,0,39.997297,-82.929918,NULL,NULL
T-1,840,Wed Jul 24 16:01:23 EDT 2013,53,-0.56,48.0,0,39.997437,-82.929695,NULL,NULL
T-1,841,Wed Jul 24 16:01:24 EDT 2013,52,-0.28,48.0,0,39.997575,-82.929477,NULL,NULL
T-1,842,Wed Jul 24 16:01:25 EDT 2013,53,0.28,48.0,0,39.997713,-82.929262,NULL,NULL
T-1,843,Wed Jul 24 16:01:26 EDT 2013,52,-0.56,48.0,0,39.99785,-82.929047,NULL,NULL
T-1,844,Wed Jul 24 16:01:27 EDT 2013,53,0.83,48.0,0,39.997987,-82.928835,NULL,NULL
T-1,845,Wed Jul 24 16:01:28 EDT 2013,53,0.0,48.0,0,39.998123,-82.928622,NULL,NULL
T-1,846,Wed Jul 24 16:01:29 EDT 2013,54,0.28,48.0,0,39.99826,-82.928403,NULL,NULL
T-1,847,Wed Jul 24 16:01:30 EDT 2013,55,0.28,48.0,0,39.998398,-82.928185,NULL,NULL
T-1,848,Wed Jul 24 16:01:31 EDT 2013,55,0.0,48.0,0,39.998538,-82.927967,NULL,NULL
T-1,849,Wed Jul 24 16:01:32 EDT 2013,55,0.0,48.0,0,39.998683,-82.927742,NULL,NULL
T-1,850,Wed Jul 24 16:01:33 EDT 2013,55,0.0,48.0,0,39.99883,-82.927522,NULL,NULL
T-1,851,Wed Jul 24 16:01:34 EDT 2013,55,0.0,48.0,0,39.998977,-82.927312,NULL,NULL
T-1,852,Wed Jul 24 16:01:35 EDT 2013,56,0.56,48.0,0,39.999125,-82.927097,Maybe-Segment,Speed-Up
T-1,853,Wed Jul 24 16:01:36 EDT 2013,55,-0.28,48.0,0,39.999278,-82.926883,NULL,NULL
T-1,854,Wed Jul 24 16:01:37 EDT 2013,54,-0.56,48.0,0,39.999425,-82.926663,NULL,NULL
T-1,855,Wed Jul 24 16:01:38 EDT 2013,53,-0.28,48.0,0,39.999578,-82.926445,NULL,NULL
T-1,856,Wed Jul 24 16:01:39 EDT 2013,53,-0.28,48.0,0,39.999718,-82.926227,NULL,NULL
T-1,857,Wed Jul 24 16:01:40 EDT 2013,52,-0.28,48.0,0,39.999858,-82.926012,NULL,NULL
T-1,858,Wed Jul 24 16:01:41 EDT 2013,51,-0.56,48.0,0,39.999998,-82.925805,NULL,NULL
T-1,859,Wed Jul 24 16:01:42 EDT 2013,51,0.0,48.0,0,40.000133,-82.925595,NULL,NULL
T-1,860,Wed Jul 24 16:01:43 EDT 2013,51,0.0,48.0,0,40.00027,-82.925383,NULL,NULL
T-1,861,Wed Jul 24 16:01:44 EDT 2013,50,-0.56,48.0,0,40.000403,-82.925173,NULL,NULL
T-1,862,Wed Jul 24 16:01:45 EDT 2013,49,-0.28,48.0,0,40.000537,-82.924968,NULL,NULL
T-1,863,Wed Jul 24 16:01:46 EDT 2013,48,-0.28,48.0,0,40.000667,-82.924768,NULL,NULL
T-1,864,Wed Jul 24 16:01:47 EDT 2013,48,0.0,48.0,0,40.00079,-82.924568,NULL,NULL
T-1,865,Wed Jul 24 16:01:48 EDT 2013,48,-0.28,48.0,0,40.000913,-82.924372,NULL,NULL
T-1,866,Wed Jul 24 16:01:49 EDT 2013,47,-0.28,48.0,0,40.00103,-82.924175,NULL,NULL
T-1,867,Wed Jul 24 16:01:50 EDT 2013,47,-0.28,48.0,0,40.001147,-82.923978,NULL,NULL
T-1,868,Wed Jul 24 16:01:51 EDT 2013,48,0.56,48.0,0,40.001262,-82.923785,NULL,NULL
T-1,869,Wed Jul 24 16:01:52 EDT 2013,47,-0.28,48.0,0,40.001378,-82.92359,NULL,NULL
T-1,870,Wed Jul 24 16:01:53 EDT 2013,47,0.0,48.0,0,40.001493,-82.923402,NULL,NULL
T-1,871,Wed Jul 24 16:01:54 EDT 2013,47,-0.28,48.0,0,40.001608,-82.923207,NULL,NULL
T-1,872,Wed Jul 24 16:01:55 EDT 2013,45,-0.56,48.0,0,40.001722,-82.92301,NULL,NULL
T-1,873,Wed Jul 24 16:01:56 EDT 2013,45,-0.28,48.0,0,40.00183,-82.922817,Segment,Slow-Down
T-1,874,Wed Jul 24 16:01:57 EDT 2013,46,0.56,48.0,0,40.00193,-82.922617,NULL,NULL
T-1,875,Wed Jul 24 16:01:58 EDT 2013,46,0.0,48.0,0,40.002035,-82.922422,NULL,NULL
T-1,876,Wed Jul 24 16:01:59 EDT 2013,46,0.0,48.0,0,40.002145,-82.922232,NULL,NULL
T-1,877,Wed Jul 24 16:02:00 EDT 2013,46,0.0,48.0,0,40.002248,-82.92203,NULL,NULL
T-1,878,Wed Jul 24 16:02:01 EDT 2013,46,0.0,48.0,0,40.002353,-82.921833,NULL,NULL
T-1,879,Wed Jul 24 16:02:02 EDT 2013,47,0.28,48.0,0,40.002458,-82.921633,NULL,NULL
T-1,880,Wed Jul 24 16:02:03 EDT 2013,48,0.56,48.0,0,40.002565,-82.921428,NULL,NULL
T-1,881,Wed Jul 24 16:02:04 EDT 2013,47,-0.28,54.0,6,40.002672,-82.921222,NULL,NULL
T-1,882,Wed Jul 24 16:02:05 EDT 2013,48,0.56,54.0,0,40.002782,-82.921015,NULL,NULL
T-1,883,Wed Jul 24 16:02:06 EDT 2013,48,0.0,54.0,0,40.002892,-82.920802,NULL,NULL
T-1,884,Wed Jul 24 16:02:07 EDT 2013,48,0.0,54.0,0,40.003002,-82.92059,NULL,NULL
T-1,885,Wed Jul 24 16:02:08 EDT 2013,48,0.0,54.0,0,40.003112,-82.92038,NULL,NULL
T-1,886,Wed Jul 24 16:02:09 EDT 2013,48,-0.28,54.0,0,40.003222,-82.920168,NULL,NULL
T-1,887,Wed Jul 24 16:02:10 EDT 2013,48,0.28,54.0,0,40.00333,-82.919958,NULL,NULL
T-1,888,Wed Jul 24 16:02:11 EDT 2013,49,0.28,54.0,0,40.003442,-82.919747,NULL,NULL
T-1,889,Wed Jul 24 16:02:12 EDT 2013,49,0.0,54.0,0,40.003555,-82.919537,NULL,NULL
T-1,890,Wed Jul 24 16:02:13 EDT 2013,49,0.0,54.0,0,40.003668,-82.919325,NULL,NULL
